profile_age_days,applications_7d,applications_30d,avg_applications_30d,app_to_avg_ratio,skills_count,endorsements_count,experience_years,skills_to_exp_ratio,institution_risk_score,company_risk_score,gpa_anomaly_score,tenure_gap_months,avg_tenure_months,time_since_last_app_hrs,is_new_device,ip_risk_score,email_risk_score,login_velocity_24h,failed_logins_24h,copy_paste_ratio,feature_noise_1,feature_noise_2,feature_noise_3,feature_noise_4
1000,3,17,2.9198,0.1919,17,13,6.2,2.379,0.1724,0.5038,0.2417,2.1,46.3,20.09,0,0.2809,0.1902,0,0,0.1961,0.2604,0.0054,85.0,0.7833
2035,4,11,2.753,0.1316,23,25,6.1,3.348,0.3465,0.2055,0.5465,0.1,32.6,21.17,0,0.2548,0.2512,1,1,0.15,-0.7249,0.1739,92.0,0.9925
1182,4,20,3.4083,0.1937,30,32,7.4,3.617,0.1123,0.2188,0.2746,1.4,61.4,5.78,0,0.0104,0.2637,3,2,0.4435,-0.094,0.6863,23.0,0.2635
1124,3,4,1.824,0.0718,7,28,4.0,1.56,0.0441,0.0644,0.0458,0.1,24.1,40.42,0,0.1894,0.1156,2,1,0.0288,1.4297,1.6127,97.0,0.3616
2078,7,18,0.7025,0.8154,26,23,12.8,1.931,0.0303,0.3144,0.3007,2.0,21.3,19.75,0,0.1425,0.0544,0,0,0.2709,2.2192,-0.2157,81.0,0.4132
2907,7,14,5.4621,0.0849,11,31,3.1,2.724,0.3962,0.1408,0.1404,0.3,22.6,68.49,0,0.0575,0.0705,0,1,0.0523,-0.2039,1.7623,25.0,0.2086
807,6,7,3.0888,0.0747,14,4,4.9,2.415,0.1628,0.1784,0.0522,3.0,50.5,42.24,1,0.571,0.2383,1,1,0.2411,1.5131,-0.3904,77.0,0.3093
639,0,15,1.5166,0.3226,9,31,4.2,1.753,0.0908,0.222,0.3601,3.5,36.9,17.18,0,0.1238,0.2574,3,1,0.5691,0.7834,1.4985,40.0,0.9524
2478,3,5,8.2336,0.0202,80,32,40.0,1.951,0.2508,0.4659,0.0655,1.4,7.6,10.3,0,0.4769,0.0254,1,1,0.2601,0.3781,0.6721,9.0,0.3869
3157,1,11,4.2334,0.0859,9,17,1.7,3.592,0.0948,0.856,0.0098,2.1,16.6,130.24,0,0.2239,0.3328,3,1,0.4213,-0.5713,-0.9915,80.0,0.6944
1291,2,2,2.6149,0.0252,15,25,3.2,3.626,0.1297,0.4306,0.2366,2.3,38.1,53.63,0,0.1262,0.5511,0,0,0.4181,0.3625,1.1233,48.0,0.0459
3085,1,6,7.5369,0.0264,14,36,4.4,2.612,0.6252,0.0372,0.391,4.1,12.2,10.7,0,0.4112,0.3756,1,0,0.0185,1.0164,1.142,81.0,0.1076
2407,7,11,30.0,0.0122,12,33,2.2,3.86,0.1604,0.5643,0.0357,1.3,42.5,5.17,0,0.4847,0.2153,0,1,0.0657,1.0998,-0.0598,7.0,0.697
2371,5,18,6.6636,0.0896,62,17,36.4,1.664,0.0384,0.2447,0.2629,0.8,12.7,47.92,0,0.0484,0.0998,4,0,0.1235,-0.2404,-1.1201,78.0,0.2223
3519,5,18,1.7567,0.3352,80,13,34.2,2.271,0.3307,0.8044,0.3089,4.0,6.1,18.74,1,0.2484,0.4327,2,1,0.2753,0.8655,1.1423,34.0,0.835
426,7,18,10.8256,0.0553,28,48,8.2,3.135,0.1918,0.0707,0.2,15.1,40.3,1.0,0,0.3327,0.4973,3,1,0.2927,1.2434,1.6957,28.0,0.8096
2880,6,9,3.1498,0.0942,9,39,2.9,2.465,0.3145,0.2836,0.2424,0.2,22.2,61.58,0,0.172,0.5234,0,0,0.5223,-1.1146,0.4481,78.0,0.6618
3190,1,16,1.874,0.2796,30,21,13.9,2.062,0.1705,0.2909,0.2331,15.0,77.3,20.19,1,0.2531,0.2664,0,0,0.1487,0.1866,-0.3186,54.0,0.1114
2574,3,15,2.7671,0.1785,22,41,6.4,3.079,0.0385,0.2728,0.2329,1.3,25.3,218.49,0,0.3675,0.2357,3,0,0.2,-1.2141,0.1311,26.0,0.224
2003,2,5,2.3375,0.0703,14,56,3.0,3.702,0.4845,0.3932,0.3685,1.2,17.6,45.78,0,0.3069,0.3326,3,1,0.343,-0.6754,-1.4443,42.0,0.9642
856,113,275,1.8045,4.9877,20,22,7.6,2.367,0.2633,0.041,0.3555,0.4,18.6,0.2839,1,0.3042,0.2977,2,0,0.1813,1.4281,-0.0004,80.0,0.3896
678,4,17,1.1529,0.4777,6,27,1.0,3.162,0.0589,0.429,0.2615,1.1,33.5,29.53,0,0.2289,0.2167,6,0,0.0818,0.2669,-1.1255,92.0,0.4177
2997,3,6,3.1022,0.0638,34,3,14.9,2.202,0.1526,0.2266,0.0571,3.6,19.0,0.59,1,0.2423,0.2834,2,0,0.1161,-0.4077,-0.634,21.0,0.7977
2579,3,8,2.7413,0.0961,8,31,2.7,2.139,0.1308,0.2407,0.1759,11.7,10.6,281.86,1,0.446,0.1859,1,0,0.5143,0.8017,1.1927,2.0,0.8374
1236,1,17,1.9291,0.2888,11,22,2.9,2.934,0.0352,0.0322,0.0326,7.2,25.0,5.75,1,0.1309,0.4487,1,0,0.1222,-0.1547,-0.6337,47.0,0.4532
3419,2,14,4.6125,0.1004,13,42,5.7,1.959,0.5058,0.2051,0.2606,3.8,22.7,13.95,0,0.6114,0.0947,1,0,0.2885,-0.1323,-0.8844,11.0,0.5394
1116,0,1,0.6031,0.0524,14,4,4.5,2.663,0.0359,0.2976,0.0473,15.9,12.8,33.35,0,0.0296,0.1109,2,1,0.5669,0.47,1.6241,11.0,0.6124
3384,4,11,3.4409,0.1055,20,20,7.9,2.307,0.0402,0.2478,0.2922,4.7,8.7,7.19,0,0.1383,0.3575,2,0,0.3374,2.0064,-1.3632,39.0,0.5833
1768,1,3,4.871,0.0204,16,58,4.5,2.94,0.2574,0.3769,0.1435,2.0,9.2,193.22,0,0.2822,0.141,2,0,0.3645,0.2228,0.0125,62.0,0.1321
2644,0,6,10.239,0.0195,19,25,7.7,2.241,0.1977,0.265,0.3769,2.3,17.2,11.9,0,0.0477,0.058,1,1,0.3592,2.2694,0.1761,13.0,0.8671
2157,4,5,2.2529,0.0729,19,53,7.5,2.242,0.3161,0.526,0.2133,1.5,96.1,60.31,0,0.32,0.0732,4,1,0.2753,2.1622,-0.8266,60.0,0.6009
1918,6,10,2.2933,0.1433,8,12,1.2,3.571,0.121,0.158,0.2019,2.8,22.1,57.68,0,0.3806,0.4284,2,0,0.2837,0.132,-1.2842,47.0,0.2746
1081,0,0,1.9643,0.0,9,44,1.5,3.648,0.1118,0.6154,0.1391,0.2,12.6,143.7,0,0.0738,0.4026,1,0,0.4223,-1.244,-1.4385,75.0,0.8196
1639,2,20,0.9502,0.6778,36,15,10.2,3.249,0.6883,0.2678,0.043,0.1,51.9,1.87,0,0.0838,0.6154,5,1,0.5455,-0.7742,-0.7855,37.0,0.8388
1794,1,3,3.1429,0.0315,5,54,2.4,1.673,0.1979,0.398,0.2549,2.4,30.9,235.25,0,0.2397,0.1203,2,0,0.5025,0.2181,-0.2866,18.0,0.2383
300,5,12,4.0476,0.098,13,48,3.0,3.408,0.064,0.058,0.0644,0.7,51.2,31.27,0,0.343,0.1602,2,0,0.3878,-0.7166,0.3827,63.0,0.5725
2214,2,20,2.2373,0.2936,15,10,5.7,2.343,0.2125,0.3019,0.0799,0.8,42.5,9.49,0,0.6004,0.4143,1,2,0.2609,-0.0569,0.7287,13.0,0.0695
1273,1,4,3.9062,0.0338,16,38,6.8,2.124,0.4971,0.3273,0.1032,5.0,7.3,193.77,0,0.2178,0.136,4,0,0.1803,2.1275,0.2559,59.0,0.311
2679,1,16,2.853,0.1848,9,48,4.1,1.892,0.0283,0.0433,0.1449,2.3,14.0,95.5,0,0.3118,0.1666,1,0,0.4083,-1.1512,-2.0241,23.0,0.0665
2135,6,16,4.3495,0.1217,7,55,1.8,2.674,0.183,0.6159,0.1321,12.2,28.5,16.98,0,0.3024,0.4024,0,1,0.5485,-2.9547,-1.828,64.0,0.0455
2048,6,21,3.2392,0.2139,36,31,10.0,3.316,0.435,0.122,0.268,3.1,26.6,26.36,1,0.0886,0.2451,1,0,0.2905,-1.0359,0.4839,64.0,0.436
1768,1,11,5.012,0.0727,29,6,12.6,2.202,0.2044,0.3095,0.3042,1.7,41.5,50.93,0,0.1595,0.172,0,0,0.2729,0.3446,-0.2865,27.0,0.464
1232,7,26,1.4082,0.6012,16,30,8.8,1.675,0.2383,0.1417,0.3115,0.3,13.2,16.07,1,0.5096,0.4701,1,0,0.2138,-0.3502,-2.716,85.0,0.0967
3594,1,20,3.9067,0.1692,8,37,3.1,1.983,0.2352,0.161,0.3943,5.9,21.1,2.29,0,0.1126,0.0675,2,0,0.5979,1.5307,-0.1881,68.0,0.0446
461,4,13,2.9058,0.1474,41,10,13.9,2.776,0.2824,0.2505,0.1178,0.1,23.1,48.29,0,0.2992,0.3759,2,0,0.1455,-0.2483,0.9409,58.0,0.8415
123,3,19,4.9448,0.1272,6,32,1.0,3.225,0.2958,0.1179,0.0616,1.4,83.5,485.62,0,0.1579,0.473,1,1,0.2933,0.2146,-0.1709,20.0,0.4235
2692,2,19,2.4565,0.2544,36,2,20.3,1.702,0.1927,0.2947,0.1814,0.2,38.1,233.72,0,0.281,0.4155,3,0,0.5227,2.6028,0.2891,11.0,0.9996
3463,3,13,13.9096,0.0311,24,0,7.4,2.951,0.0606,0.3306,0.197,4.7,35.4,3.11,0,0.0881,0.558,3,0,0.2267,0.9331,-0.3247,6.0,0.9959
2553,1,14,1.1622,0.3904,16,58,4.0,3.383,0.8884,0.9191,0.8104,14.6806,51.2,499.27,0,0.0802,0.2659,1,0,0.3063,1.3495,1.1591,93.0,0.5626
2317,6,12,7.2484,0.0549,11,55,1.1,5.306,0.1741,0.3641,0.3229,0.3,8.7,720.0,0,0.4459,0.2538,1,1,0.3114,-0.1812,-0.2527,23.0,0.5851
3286,1,6,2.6568,0.0743,65,17,20.8,2.985,0.3177,0.0325,0.0765,0.5,10.8,28.97,0,0.4031,0.1318,1,0,0.2323,-1.3503,-0.3801,26.0,0.0919
3166,5,7,1.4341,0.159,62,5,21.1,2.833,0.7613,0.1372,0.1396,0.1,5.4,22.67,1,0.0142,0.1103,3,0,0.2297,0.0903,-0.1168,95.0,0.0111
2395,1,6,4.4224,0.0449,19,54,8.3,2.068,0.03,0.063,0.048,2.7,13.3,10.73,0,0.322,0.2799,1,0,0.444,0.5383,-0.1572,38.0,0.8752
6,5,6,2.0343,0.0967,4,6,2.8,64.1655,0.2873,0.4378,0.0039,0.2,4.4,271.19,0,0.063,0.1734,2,0,0.5147,-0.407,-0.2238,42.0,0.4578
1088,1,2,1.9618,0.0334,18,52,4.5,3.343,0.1845,0.2586,0.1724,1.0,17.5,81.44,0,0.2307,0.2776,2,0,0.0922,-1.51,-0.6158,76.0,0.9097
2221,7,22,2.7571,0.2628,11,1,5.3,1.887,0.416,0.2366,0.4621,4.0,70.3,2.29,1,0.3949,0.1338,3,0,0.2703,0.5087,0.7337,72.0,0.4724
2416,6,10,2.2038,0.149,15,34,5.5,2.463,0.2037,0.2725,0.2723,1.6,21.3,271.01,0,0.2021,0.105,0,1,0.1389,1.792,-0.7142,82.0,0.9371
2853,1,2,1.9286,0.034,9,1,6.2,1.326,0.0406,0.0181,0.049,3.2,7.8,132.66,0,0.3363,0.0225,2,0,0.2777,-0.1257,-1.8533,66.0,0.7643
120,5,22,1.6229,0.4428,21,7,7.1,2.638,0.4809,0.065,0.3144,4.1,29.6,31.74,0,0.1722,0.0661,4,0,0.0573,-0.3605,1.147,15.0,0.0613
2342,6,23,2.0548,0.3671,9,12,4.2,1.78,0.1118,0.6623,0.1184,6.2,34.7,100.07,0,0.4858,0.3284,4,0,0.0927,-1.1063,-1.6231,17.0,0.4403
1662,2,15,2.4235,0.2035,33,6,10.2,3.022,0.2125,0.0913,0.2264,9.3,24.5,216.85,0,0.0764,0.2594,2,1,0.3629,-1.4986,0.0168,62.0,0.2069
1933,7,7,7.6437,0.0304,13,33,1.7,5.049,0.1575,0.0548,0.338,12.7,75.6,90.72,0,0.3093,0.3092,2,2,0.3369,0.0233,0.6377,39.0,0.9385
2016,7,7,0.8887,0.2531,24,51,5.8,3.539,0.1859,0.3786,0.298,0.5,28.6,76.42,0,0.206,0.028,3,0,0.3033,0.9205,-0.4325,36.0,0.9853
761,3,5,1.6904,0.0967,11,6,4.9,1.906,0.7591,0.4569,0.5523,0.4,24.8,20.48,0,0.6135,0.6428,2,0,0.2451,-0.7021,-1.0281,21.0,0.0458
1949,1,15,4.7038,0.1055,26,11,9.2,2.618,0.4277,0.2301,0.2166,0.1,32.1,364.75,1,0.3193,0.1086,2,0,0.1507,-2.1656,-0.2379,48.0,0.6623
2797,89,388,1.3613,9.2739,59,38,19.5,2.884,0.2646,0.2112,0.102,5.5,9.2,0.202,0,0.0427,0.327,0,0,0.2494,-0.1888,-0.57,60.0,0.3262
2926,7,10,1.8673,0.1754,10,51,1.1,5.261,0.0044,0.0838,0.3192,0.4,17.8,443.98,0,0.2906,0.2196,2,0,0.3857,0.8097,1.4614,56.0,0.5384
2275,6,10,1.9706,0.1663,16,4,3.9,3.439,0.0945,0.3843,0.2687,0.1,33.7,122.41,0,0.0887,0.3615,1,0,0.4683,1.5082,0.2928,24.0,0.6181
1027,1,8,8.7736,0.0303,11,16,4.9,1.865,0.0651,0.2139,0.2251,6.0,15.6,82.48,0,0.2821,0.4302,1,1,0.2197,0.8956,0.342,11.0,0.6278
2292,3,14,1.9673,0.2333,36,51,15.1,2.239,0.5621,0.0289,0.486,1.8,28.4,71.22,0,0.1695,0.2121,0,0,0.3737,-1.2452,1.5719,30.0,0.364
3399,4,8,6.1274,0.0433,20,11,7.0,2.531,0.1448,0.1591,0.0146,0.8,26.6,162.68,1,0.139,0.101,1,0,0.2142,2.2221,0.689,83.0,0.2399
1852,6,13,3.8272,0.1122,18,9,8.2,2.034,0.1121,0.0992,0.0909,7.1,19.3,12.16,0,0.2433,0.2353,2,0,0.2374,0.4633,1.1032,81.0,0.1755
2053,7,15,6.7795,0.0734,35,16,12.4,2.662,0.4296,0.0053,0.1623,0.3,22.3,117.53,0,0.4001,0.2522,1,0,0.2062,0.2956,1.2472,12.0,0.8858
2491,6,21,13.006,0.0537,12,18,2.4,3.583,0.3313,0.0515,0.1206,1.7,30.8,15.42,0,0.4456,0.1674,0,0,0.2298,0.6585,0.6128,9.0,0.0028
3474,2,3,4.4627,0.0222,55,37,30.5,1.767,0.116,0.1015,0.1078,1.8,19.3,184.33,0,0.1751,0.1473,1,0,0.424,0.9667,0.3413,1.0,0.3595
3227,1,5,2.3472,0.07,80,32,29.0,2.668,0.2804,0.0395,0.1056,0.3,8.3,170.79,0,0.1932,0.0433,1,0,0.338,1.584,-0.522,43.0,0.1767
9,4,17,1.3942,0.3969,16,39,3.3,15.0,0.6188,0.5389,0.5328,1.7,26.4,159.79,0,0.5863,0.3267,3,1,0.651,-0.3713,-0.1255,9.0,0.4121
3138,5,16,2.5565,0.2059,7,34,3.2,1.825,0.1064,0.0954,0.1824,0.3,35.5,93.3,0,0.1889,0.085,2,0,0.3292,1.2993,-0.6797,56.0,0.2973
694,0,3,10.0128,0.01,28,8,14.3,1.887,0.0388,0.4083,0.3294,6.2,25.0,84.14,0,0.0403,0.1599,5,1,0.2189,-1.3483,-1.0649,71.0,0.8917
2265,4,8,1.7315,0.1511,8,5,4.4,1.65,0.1362,0.2687,0.5923,2.5,21.7,694.04,0,0.2761,0.1201,1,1,0.2024,1.1404,0.1154,78.0,0.0887
3109,4,14,1.4877,0.3068,31,46,10.5,2.723,0.1297,0.4538,0.0536,0.6,12.4,13.48,0,0.111,0.1302,2,0,0.1913,0.9285,0.3185,78.0,0.1407
200,0,10,9.8404,0.0338,13,40,3.2,3.224,0.0879,0.2582,0.1534,0.4,6.7,2.16,0,0.4763,0.0502,1,1,0.1402,0.7509,-0.5431,95.0,0.7334
2922,0,1,0.9846,0.0327,13,42,4.6,2.354,0.1304,0.0419,0.4242,7.1,13.4,215.42,0,0.0348,0.4438,2,0,0.1788,0.9509,-0.1791,22.0,0.082
3432,0,13,4.7524,0.0905,17,27,8.6,1.824,0.0762,0.1063,0.5961,0.0,20.5,93.81,1,0.1364,0.1673,2,0,0.0612,-0.6921,0.0376,57.0,0.5962
2467,6,12,1.2545,0.3106,12,43,3.5,2.826,0.2243,0.4937,0.3486,3.6,8.1,31.39,0,0.16,0.3596,0,0,0.2271,-0.5963,-0.4539,2.0,0.5954
1899,6,12,3.8373,0.1033,30,4,9.0,3.058,0.0264,0.5181,0.2394,3.3,20.4,4.61,0,0.0427,0.4298,1,0,0.1338,-1.2091,1.3755,62.0,0.1549
1627,6,25,26.5264,0.0314,8,3,0.9,4.505,0.1645,0.033,0.3021,0.7,18.2,22.22,0,0.2682,0.3114,0,0,0.2561,0.8107,-0.3416,90.0,0.7664
2923,1,17,3.3348,0.1682,12,28,4.5,2.268,0.1988,0.0321,0.1955,1.8,10.4,2.38,0,0.5301,0.1717,3,0,0.4428,0.6046,-2.6869,14.0,0.043
2567,2,6,3.7131,0.0534,29,53,9.9,2.682,0.0802,0.1669,0.2947,0.5,6.7,2.08,0,0.0445,0.2548,1,0,0.0821,0.5903,0.4796,83.0,0.4721
998,6,11,3.6424,0.0998,12,40,2.0,4.295,0.1145,0.1997,0.3325,3.8,9.0,85.37,1,0.6768,0.2686,1,0,0.2899,-0.161,0.4455,19.0,0.5983
2780,7,15,6.5476,0.076,18,37,4.0,3.681,0.1367,0.1011,0.3084,0.7,26.5,7.67,0,0.1551,0.144,1,0,0.1208,-0.1954,-0.9734,34.0,0.1067
1718,3,13,5.8422,0.0738,56,15,20.0,2.706,0.3548,0.1367,0.2552,10.8,34.7,347.94,0,0.0409,0.2631,2,1,0.3071,0.5586,-1.6429,28.0,0.7297
1689,7,23,4.2924,0.1772,11,9,4.7,1.993,0.3039,0.1695,0.0962,0.1,35.1,2.95,0,0.0522,0.2925,2,1,0.2248,-0.0285,1.6441,32.0,0.724
3184,2,21,4.6739,0.1487,40,38,11.3,3.334,0.558,0.2501,0.1874,23.7,15.8,26.58,0,0.1529,0.0593,4,0,0.0561,-1.2856,0.12,91.0,0.3831
2369,1,12,2.5553,0.1545,36,43,10.5,3.124,0.0258,0.1757,0.4056,2.8,29.6,243.42,0,0.0487,0.1334,4,0,0.0377,-0.8019,-0.3492,61.0,0.7686
3419,6,7,2.9074,0.0793,22,23,8.6,2.312,0.4719,0.5981,0.1201,4.5,15.7,180.07,0,0.2431,0.3204,1,0,0.2834,2.1071,-1.8881,7.0,0.7459
2069,7,23,6.0683,0.1256,35,2,10.9,2.972,0.1806,0.0086,0.4834,2.9,11.8,100.07,0,0.2831,0.2122,1,0,0.1912,-1.3511,-1.6625,16.0,0.9219
491,5,14,3.6524,0.1266,65,28,24.5,2.574,0.0192,0.1867,0.0575,1.7,61.0,385.08,1,0.3581,0.2752,3,0,0.19,0.6618,-1.7581,12.0,0.7397
1552,4,22,2.8548,0.2539,47,59,18.3,2.47,0.0457,0.065,0.5205,3.1,25.4,18.07,0,0.0928,0.4081,2,0,0.1372,-1.141,-0.5976,80.0,0.134
978,0,16,3.5424,0.1492,25,38,5.8,3.818,0.4987,0.1389,0.2368,1.5,18.8,7.34,1,0.2414,0.404,27,5,0.2621,0.7083,1.5336,34.0,0.514
11,7,13,2.4221,0.1765,23,34,7.5,15.0,0.4358,0.1321,0.0053,1.5,47.4,19.79,0,0.2833,0.4646,2,0,0.5555,-1.1923,-0.6443,49.0,0.2347
1824,7,16,3.6284,0.1457,24,30,8.5,2.544,0.1993,0.3212,0.1646,0.7,10.4,7.22,0,0.0491,0.2043,1,1,0.2347,0.0888,1.6544,11.0,0.3507
676,7,21,3.5566,0.195,18,42,4.6,3.314,0.2645,0.3247,0.2206,2.8,25.4,210.82,0,0.1511,0.1965,1,0,0.3647,0.2787,0.1597,0.0,0.3086
1677,0,15,1.6655,0.2943,17,49,4.0,3.538,0.2112,0.1632,0.3822,4.2,4.2,16.78,0,0.4388,0.2533,2,0,0.1854,-1.5462,-1.3169,60.0,0.0549
931,2,19,3.6939,0.1699,24,22,6.5,3.312,0.0432,0.1316,0.0083,6.0,33.8,473.98,0,0.3572,0.2234,3,0,0.2298,0.9032,-0.5952,79.0,0.5288
1601,2,6,1.9565,0.1005,5,28,1.3,2.371,0.1399,0.1406,0.0644,7.8,88.7,50.75,0,0.1528,0.0588,0,0,0.1887,-0.5535,0.1709,47.0,0.7035
3249,3,20,18.0384,0.0369,28,57,10.8,2.413,0.3054,0.3944,0.5343,1.4,41.8,720.0,1,0.1226,0.5289,4,1,0.263,-0.0695,-1.3574,44.0,0.2794
1381,4,6,4.9017,0.0405,27,23,7.6,3.192,0.3438,0.2183,0.2913,2.6,24.7,6.16,0,0.2811,0.3853,2,0,0.3757,-0.327,1.4829,43.0,0.3627
2763,2,19,1.1304,0.5442,7,54,3.2,1.912,0.3356,0.2663,0.4454,2.1,32.5,4.67,0,0.7439,0.7296,1,0,0.2403,0.2086,-1.5007,43.0,0.5411
598,7,16,1.5821,0.3302,45,21,20.2,2.168,0.3334,0.0543,0.1701,3.6,17.5,57.85,0,0.1793,0.06,1,0,0.2744,0.7015,-0.5159,36.0,0.7581
961,1,20,2.2259,0.2951,18,51,6.6,2.367,0.1064,0.1268,0.0669,0.1,18.3,13.82,0,0.2861,0.2994,1,1,0.4919,1.3209,0.5781,32.0,0.6879
2377,6,18,8.4146,0.071,59,47,18.4,3.053,0.2052,0.5841,0.0199,4.6,23.3,720.0,0,0.0626,0.0939,0,0,0.206,2.1724,-0.695,13.0,0.3445
3602,7,16,2.5782,0.2042,24,45,7.6,2.872,0.2962,0.2247,0.24,7.5,10.1,127.89,0,0.2353,0.2607,2,0,0.4392,-0.1895,-1.2263,83.0,0.16
1367,0,11,5.2085,0.07,13,58,2.7,3.621,0.1015,0.6992,0.0513,0.6,12.7,20.72,0,0.1005,0.3019,2,0,0.1728,0.9133,-0.1459,46.0,0.3001
2861,4,16,2.965,0.1779,61,18,21.2,2.76,0.4607,0.0906,0.3613,10.7,9.9,11.83,0,0.4675,0.0329,1,0,0.0825,-0.6387,1.9952,19.0,0.7112
53,4,19,0.1793,2.9786,7,29,4.9,1.339,0.365,0.2352,0.4812,0.7,49.2,720.0,0,0.3789,0.0215,1,0,0.1132,-1.2578,-0.2152,23.0,0.3957
366,3,12,2.7699,0.1427,18,9,5.5,2.897,0.1349,0.4885,0.2747,0.7,31.5,6.54,0,0.2035,0.0234,4,0,0.2114,-0.892,1.0473,44.0,0.0584
1464,6,18,0.8186,0.7043,25,48,6.5,3.438,0.1373,0.2844,0.1863,2.4,22.4,11.33,1,0.1016,0.2557,0,1,0.4397,1.5449,-0.5903,10.0,0.2629
2011,2,7,3.6759,0.0629,19,17,4.0,3.84,0.1597,0.0559,0.6634,3.7,8.1,36.53,1,0.2057,0.0566,1,0,0.1711,-1.9529,1.835,58.0,0.3761
1940,0,2,0.6065,0.1042,17,31,4.2,3.317,0.1259,0.5079,0.0751,0.0,7.5,354.29,0,0.4628,0.4976,0,0,0.2348,0.1476,-1.1853,53.0,0.9376
3347,6,11,2.168,0.1666,22,54,8.0,2.503,0.5976,0.3,0.0208,2.6,34.4,55.54,0,0.2593,0.0904,3,0,0.0429,0.2824,0.2793,31.0,0.0247
1137,4,16,12.2059,0.0436,9,5,2.8,2.639,0.3899,0.0558,0.2445,6.7,10.7,1.99,0,0.261,0.2765,2,1,0.1446,-1.3148,-0.2823,68.0,0.286
2590,3,6,0.764,0.2508,10,27,6.6,1.37,0.3231,0.1277,0.0698,1.6,70.7,9.05,1,0.5422,0.4128,2,1,0.1047,0.9641,-0.9249,21.0,0.677
1034,0,3,4.0046,0.0248,8,22,2.1,2.733,0.4001,0.4308,0.3517,1.9,25.7,72.92,1,0.1318,0.278,1,1,0.2715,-1.0954,-0.6662,67.0,0.7462
1983,1,16,9.3932,0.0566,63,26,30.8,2.004,0.3523,0.1008,0.0817,3.8,31.0,10.58,0,0.007,0.284,0,0,0.1325,0.0407,-0.6713,48.0,0.0391
2938,6,17,8.1452,0.0693,70,32,40.0,1.725,0.0728,0.0965,0.1747,1.5,6.4,37.66,0,0.3762,0.2461,0,0,0.0929,-0.1223,-0.0096,90.0,0.3271
863,0,3,3.5338,0.028,23,41,8.6,2.492,0.0096,0.6618,0.4164,1.6,20.6,38.97,0,0.2409,0.043,1,0,0.0587,-1.4377,-2.0947,92.0,0.2399
3336,2,16,2.5675,0.2051,8,26,2.5,2.564,0.2818,0.4006,0.4022,4.0,18.0,720.0,0,0.1749,0.4242,2,1,0.11,-0.0053,0.2744,84.0,0.6843
422,0,11,4.879,0.0746,16,5,4.1,3.31,0.3688,0.3901,0.1289,6.1,20.0,202.5,0,0.1982,0.1598,1,0,0.2753,1.168,1.0443,66.0,0.9503
209,3,14,2.3184,0.1984,24,28,7.9,2.723,0.1745,0.4243,0.0053,4.5,49.2,8.44,0,0.2122,0.2378,1,0,0.2475,-1.5654,0.0895,8.0,0.1167
865,64,385,1.087,11.455,25,23,10.5,2.249,0.1522,0.3102,0.2086,6.1,17.7,0.2881,0,0.3551,0.2221,1,1,0.3332,-1.5484,-0.1817,86.0,0.1487
958,5,6,1.9186,0.1025,33,37,11.0,2.758,0.4711,0.0657,0.0979,2.9,54.0,10.95,0,0.2745,0.1431,0,0,0.636,1.0369,-0.1143,37.0,0.46
275,3,12,1.4351,0.2724,7,53,2.5,2.065,0.22,0.2433,0.19,0.2,34.2,35.76,0,0.1954,0.1584,2,0,0.204,-0.7674,-1.1068,48.0,0.9762
166,6,7,6.5364,0.0355,24,40,9.3,2.382,0.292,0.3717,0.2732,7.4,77.3,96.25,0,0.1576,0.1988,2,0,0.151,1.4673,-0.7777,36.0,0.3087
3501,6,25,5.0535,0.1638,21,30,8.5,2.218,0.2758,0.2185,0.2307,5.3,12.9,19.84,0,0.5179,0.2334,1,1,0.3156,1.3637,-0.4256,95.0,0.6226
711,2,19,4.5914,0.1369,13,48,2.8,3.579,0.2558,0.3188,0.3695,0.7,10.3,86.74,0,0.145,0.0879,1,0,0.1682,0.2319,-0.2524,62.0,0.2946
1992,3,21,13.222,0.0528,19,52,8.8,2.005,0.139,0.3981,0.0484,10.0,37.1,18.18,1,0.207,0.2813,2,0,0.2171,0.5368,0.9138,6.0,0.8476
650,5,5,1.1502,0.1408,21,14,8.8,2.207,0.1729,0.2685,0.0959,4.2,50.5,106.71,0,0.1688,0.4583,2,0,0.1665,0.1379,0.2498,12.0,0.4755
2750,0,14,1.9727,0.2326,6,49,2.2,1.985,0.118,0.1496,0.1141,0.8,12.1,10.05,0,0.0596,0.3005,2,0,0.5048,0.3402,-0.0836,62.0,0.3237
303,1,17,3.1273,0.1793,18,47,9.5,1.724,0.1959,0.1353,0.453,1.2,22.5,2.92,0,0.0816,0.133,1,0,0.272,1.9641,-0.3882,84.0,0.1275
2217,3,12,8.9449,0.0446,31,54,11.5,2.541,0.1827,0.2115,0.3034,0.8,20.3,240.08,0,0.1363,0.4007,1,0,0.1924,1.1719,-0.4666,38.0,0.1647
2467,4,15,5.099,0.0974,15,3,3.0,3.74,0.0627,0.1342,0.2864,5.8,8.4,720.0,0,0.2231,0.2141,0,2,0.509,-2.1192,0.18,35.0,0.5081
577,4,10,2.5373,0.1297,18,53,7.0,2.352,0.2841,0.1312,0.2696,1.3,7.4,118.48,0,0.372,0.1656,1,0,0.3847,-0.4691,1.1959,42.0,0.4406
883,2,2,4.3649,0.0152,29,22,9.4,2.848,0.5411,0.0333,0.1075,1.2,26.4,0.72,0,0.1931,0.125,1,0,0.1048,2.1441,1.1993,35.0,0.3386
